"P","G","Ca","L","offshore_conflict_payoff","surf_conflict_payoff","surf_accept_payoff","fight_minus_accept","offshore_implements","surf_prefers_fight"
0.4,2,0,6,28.2,8.4,4,4.4,TRUE,TRUE
0.4,2,1,1,28.2,9.4,9,0.399999999999999,TRUE,TRUE
0.4,2,1,2,28.2,9,8,1,TRUE,TRUE
0.4,2,1,3,28.2,8.6,7,1.6,TRUE,TRUE
0.4,2,1,4,28.2,8.2,6,2.2,TRUE,TRUE
0.4,2,1,5,28.2,7.8,5,2.8,TRUE,TRUE
0.4,2,1,6,28.2,7.4,4,3.4,TRUE,TRUE
0.4,2,2,1,28.2,8.4,9,-0.6,TRUE,FALSE
0.4,2,2,2,28.2,8,8,0,TRUE,TRUE
0.4,2,2,3,28.2,7.6,7,0.6,TRUE,TRUE
0.4,2,2,4,28.2,7.2,6,1.2,TRUE,TRUE
0.4,2,2,5,28.2,6.8,5,1.8,TRUE,TRUE
0.4,2,2,6,28.2,6.4,4,2.4,TRUE,TRUE
0.4,2,3,1,28.2,7.4,9,-1.6,TRUE,FALSE
0.4,2,3,2,28.2,7,8,-1,TRUE,FALSE
0.4,2,3,3,28.2,6.6,7,-0.399999999999999,TRUE,FALSE
0.4,2,3,4,28.2,6.2,6,0.2,TRUE,TRUE
0.4,2,3,5,28.2,5.8,5,0.800000000000001,TRUE,TRUE
0.4,2,3,6,28.2,5.4,4,1.4,TRUE,TRUE
0.4,2,4,1,28.2,6.4,9,-2.6,TRUE,FALSE
0.4,2,4,2,28.2,6,8,-2,TRUE,FALSE
0.4,2,4,3,28.2,5.6,7,-1.4,TRUE,FALSE
0.4,2,4,4,28.2,5.2,6,-0.800000000000001,TRUE,FALSE
0.4,2,4,5,28.2,4.8,5,-0.2,TRUE,FALSE
0.4,2,4,6,28.2,4.4,4,0.399999999999999,TRUE,TRUE
0.4,2,5,1,28.2,5.4,9,-3.6,TRUE,FALSE
0.4,2,5,2,28.2,5,8,-3,TRUE,FALSE
0.4,2,5,3,28.2,4.6,7,-2.4,TRUE,FALSE
0.4,2,5,4,28.2,4.2,6,-1.8,TRUE,FALSE
0.4,2,5,5,28.2,3.8,5,-1.2,TRUE,FALSE
0.4,2,5,6,28.2,3.4,4,-0.6,TRUE,FALSE
0.4,2,6,1,28.2,4.4,9,-4.6,TRUE,FALSE
0.4,2,6,2,28.2,4,8,-4,TRUE,FALSE
0.4,2,6,3,28.2,3.6,7,-3.4,TRUE,FALSE
0.4,2,6,4,28.2,3.2,6,-2.8,TRUE,FALSE
0.4,2,6,5,28.2,2.8,5,-2.2,TRUE,FALSE
0.4,2,6,6,28.2,2.4,4,-1.6,TRUE,FALSE
0.4,3,0,1,27.8,10.8,9,1.8,TRUE,TRUE
0.4,3,0,2,27.8,10.4,8,2.4,TRUE,TRUE
0.4,3,0,3,27.8,10,7,3,TRUE,TRUE
0.4,3,0,4,27.8,9.6,6,3.6,TRUE,TRUE
0.4,3,0,5,27.8,9.2,5,4.2,TRUE,TRUE
0.4,3,0,6,27.8,8.8,4,4.8,TRUE,TRUE
0.4,3,1,1,27.8,9.8,9,0.800000000000001,TRUE,TRUE
0.4,3,1,2,27.8,9.4,8,1.4,TRUE,TRUE
0.4,3,1,3,27.8,9,7,2,TRUE,TRUE
0.4,3,1,4,27.8,8.6,6,2.6,TRUE,TRUE
0.4,3,1,5,27.8,8.2,5,3.2,TRUE,TRUE
0.4,3,1,6,27.8,7.8,4,3.8,TRUE,TRUE
0.4,3,2,1,27.8,8.8,9,-0.199999999999999,TRUE,FALSE
0.4,3,2,2,27.8,8.4,8,0.4,TRUE,TRUE
0.4,3,2,3,27.8,8,7,1,TRUE,TRUE
0.4,3,2,4,27.8,7.6,6,1.6,TRUE,TRUE
0.4,3,2,5,27.8,7.2,5,2.2,TRUE,TRUE
0.4,3,2,6,27.8,6.8,4,2.8,TRUE,TRUE
0.4,3,3,1,27.8,7.8,9,-1.2,TRUE,FALSE
0.4,3,3,2,27.8,7.4,8,-0.6,TRUE,FALSE
0.4,3,3,3,27.8,7,7,0,TRUE,TRUE
0.4,3,3,4,27.8,6.6,6,0.600000000000001,TRUE,TRUE
0.4,3,3,5,27.8,6.2,5,1.2,TRUE,TRUE
0.4,3,3,6,27.8,5.8,4,1.8,TRUE,TRUE
0.4,3,4,1,27.8,6.8,9,-2.2,TRUE,FALSE
0.4,3,4,2,27.8,6.4,8,-1.6,TRUE,FALSE
0.4,3,4,3,27.8,6,7,-1,TRUE,FALSE
0.4,3,4,4,27.8,5.6,6,-0.4,TRUE,FALSE
0.4,3,4,5,27.8,5.2,5,0.199999999999999,TRUE,TRUE
0.4,3,4,6,27.8,4.8,4,0.8,TRUE,TRUE
0.4,3,5,1,27.8,5.8,9,-3.2,TRUE,FALSE
0.4,3,5,2,27.8,5.4,8,-2.6,TRUE,FALSE
0.4,3,5,3,27.8,5,7,-2,TRUE,FALSE
0.4,3,5,4,27.8,4.6,6,-1.4,TRUE,FALSE
0.4,3,5,5,27.8,4.2,5,-0.8,TRUE,FALSE
0.4,3,5,6,27.8,3.8,4,-0.2,TRUE,FALSE
0.4,3,6,1,27.8,4.8,9,-4.2,TRUE,FALSE
0.4,3,6,2,27.8,4.4,8,-3.6,TRUE,FALSE
0.4,3,6,3,27.8,4,7,-3,TRUE,FALSE
0.4,3,6,4,27.8,3.6,6,-2.4,TRUE,FALSE
0.4,3,6,5,27.8,3.2,5,-1.8,TRUE,FALSE
0.4,3,6,6,27.8,2.8,4,-1.2,TRUE,FALSE
0.4,4,0,1,27.4,11.2,9,2.2,TRUE,TRUE
0.4,4,0,2,27.4,10.8,8,2.8,TRUE,TRUE
0.4,4,0,3,27.4,10.4,7,3.4,TRUE,TRUE
0.4,4,0,4,27.4,10,6,4,TRUE,TRUE
0.4,4,0,5,27.4,9.6,5,4.6,TRUE,TRUE
0.4,4,0,6,27.4,9.2,4,5.2,TRUE,TRUE
0.4,4,1,1,27.4,10.2,9,1.2,TRUE,TRUE
0.4,4,1,2,27.4,9.8,8,1.8,TRUE,TRUE
0.4,4,1,3,27.4,9.4,7,2.4,TRUE,TRUE
0.4,4,1,4,27.4,9,6,3,TRUE,TRUE
0.4,4,1,5,27.4,8.6,5,3.6,TRUE,TRUE
0.4,4,1,6,27.4,8.2,4,4.2,TRUE,TRUE
0.4,4,2,1,27.4,9.2,9,0.199999999999999,TRUE,TRUE
0.4,4,2,2,27.4,8.8,8,0.800000000000001,TRUE,TRUE
0.4,4,2,3,27.4,8.4,7,1.4,TRUE,TRUE
0.4,4,2,4,27.4,8,6,2,TRUE,TRUE
0.4,4,2,5,27.4,7.6,5,2.6,TRUE,TRUE
0.4,4,2,6,27.4,7.2,4,3.2,TRUE,TRUE
0.4,4,3,1,27.4,8.2,9,-0.800000000000001,TRUE,FALSE
0.4,4,3,2,27.4,7.8,8,-0.199999999999999,TRUE,FALSE
0.4,4,3,3,27.4,7.4,7,0.4,TRUE,TRUE
0.4,4,3,4,27.4,7,6,1,TRUE,TRUE
0.4,4,3,5,27.4,6.6,5,1.6,TRUE,TRUE
0.4,4,3,6,27.4,6.2,4,2.2,TRUE,TRUE
0.4,4,4,1,27.4,7.2,9,-1.8,TRUE,FALSE
0.4,4,4,2,27.4,6.8,8,-1.2,TRUE,FALSE
0.4,4,4,3,27.4,6.4,7,-0.6,TRUE,FALSE
0.4,4,4,4,27.4,6,6,0,TRUE,TRUE
0.4,4,4,5,27.4,5.6,5,0.6,TRUE,TRUE
0.4,4,4,6,27.4,5.2,4,1.2,TRUE,TRUE
0.4,4,5,1,27.4,6.2,9,-2.8,TRUE,FALSE
0.4,4,5,2,27.4,5.8,8,-2.2,TRUE,FALSE
0.4,4,5,3,27.4,5.4,7,-1.6,TRUE,FALSE
0.4,4,5,4,27.4,5,6,-1,TRUE,FALSE
0.4,4,5,5,27.4,4.6,5,-0.4,TRUE,FALSE
0.4,4,5,6,27.4,4.2,4,0.2,TRUE,TRUE
0.4,4,6,1,27.4,5.2,9,-3.8,TRUE,FALSE
0.4,4,6,2,27.4,4.8,8,-3.2,TRUE,FALSE
0.4,4,6,3,27.4,4.4,7,-2.6,TRUE,FALSE
0.4,4,6,4,27.4,4,6,-2,TRUE,FALSE
0.4,4,6,5,27.4,3.6,5,-1.4,TRUE,FALSE
0.4,4,6,6,27.4,3.2,4,-0.8,TRUE,FALSE
0.4,5,0,1,27,11.6,9,2.6,TRUE,TRUE
0.4,5,0,2,27,11.2,8,3.2,TRUE,TRUE
0.4,5,0,3,27,10.8,7,3.8,TRUE,TRUE
0.4,5,0,4,27,10.4,6,4.4,TRUE,TRUE
0.4,5,0,5,27,10,5,5,TRUE,TRUE
0.4,5,0,6,27,9.6,4,5.6,TRUE,TRUE
0.4,5,1,1,27,10.6,9,1.6,TRUE,TRUE
0.4,5,1,2,27,10.2,8,2.2,TRUE,TRUE
0.4,5,1,3,27,9.8,7,2.8,TRUE,TRUE
0.4,5,1,4,27,9.4,6,3.4,TRUE,TRUE
0.4,5,1,5,27,9,5,4,TRUE,TRUE
0.4,5,1,6,27,8.6,4,4.6,TRUE,TRUE
0.4,5,2,1,27,9.6,9,0.600000000000001,TRUE,TRUE
0.4,5,2,2,27,9.2,8,1.2,TRUE,TRUE
0.4,5,2,3,27,8.8,7,1.8,TRUE,TRUE
0.4,5,2,4,27,8.4,6,2.4,TRUE,TRUE
0.4,5,2,5,27,8,5,3,TRUE,TRUE
0.4,5,2,6,27,7.6,4,3.6,TRUE,TRUE
0.4,5,3,1,27,8.6,9,-0.399999999999999,TRUE,FALSE
0.4,5,3,2,27,8.2,8,0.199999999999999,TRUE,TRUE
0.4,5,3,3,27,7.8,7,0.800000000000001,TRUE,TRUE
0.4,5,3,4,27,7.4,6,1.4,TRUE,TRUE
0.4,5,3,5,27,7,5,2,TRUE,TRUE
0.4,5,3,6,27,6.6,4,2.6,TRUE,TRUE
0.4,5,4,1,27,7.6,9,-1.4,TRUE,FALSE
0.4,5,4,2,27,7.2,8,-0.800000000000001,TRUE,FALSE
0.4,5,4,3,27,6.8,7,-0.2,TRUE,FALSE
0.4,5,4,4,27,6.4,6,0.4,TRUE,TRUE
0.4,5,4,5,27,6,5,1,TRUE,TRUE
0.4,5,4,6,27,5.6,4,1.6,TRUE,TRUE
0.4,5,5,1,27,6.6,9,-2.4,TRUE,FALSE
0.4,5,5,2,27,6.2,8,-1.8,TRUE,FALSE
0.4,5,5,3,27,5.8,7,-1.2,TRUE,FALSE
0.4,5,5,4,27,5.4,6,-0.6,TRUE,FALSE
0.4,5,5,5,27,5,5,0,TRUE,TRUE
0.4,5,5,6,27,4.6,4,0.6,TRUE,TRUE
0.4,5,6,1,27,5.6,9,-3.4,TRUE,FALSE
0.4,5,6,2,27,5.2,8,-2.8,TRUE,FALSE
0.4,5,6,3,27,4.8,7,-2.2,TRUE,FALSE
0.4,5,6,4,27,4.4,6,-1.6,TRUE,FALSE
0.4,5,6,5,27,4,5,-1,TRUE,FALSE
0.4,5,6,6,27,3.6,4,-0.4,TRUE,FALSE
0.4,6,0,1,26.6,12,9,3,TRUE,TRUE
0.4,6,0,2,26.6,11.6,8,3.6,TRUE,TRUE
0.4,6,0,3,26.6,11.2,7,4.2,TRUE,TRUE
0.4,6,0,4,26.6,10.8,6,4.8,TRUE,TRUE
0.4,6,0,5,26.6,10.4,5,5.4,TRUE,TRUE
0.4,6,0,6,26.6,10,4,6,TRUE,TRUE
0.4,6,1,1,26.6,11,9,2,TRUE,TRUE
0.4,6,1,2,26.6,10.6,8,2.6,TRUE,TRUE
0.4,6,1,3,26.6,10.2,7,3.2,TRUE,TRUE
0.4,6,1,4,26.6,9.8,6,3.8,TRUE,TRUE
0.4,6,1,5,26.6,9.4,5,4.4,TRUE,TRUE
0.4,6,1,6,26.6,9,4,5,TRUE,TRUE
0.4,6,2,1,26.6,10,9,1,TRUE,TRUE
0.4,6,2,2,26.6,9.6,8,1.6,TRUE,TRUE
0.4,6,2,3,26.6,9.2,7,2.2,TRUE,TRUE
0.4,6,2,4,26.6,8.8,6,2.8,TRUE,TRUE
0.4,6,2,5,26.6,8.4,5,3.4,TRUE,TRUE
0.4,6,2,6,26.6,8,4,4,TRUE,TRUE
0.4,6,3,1,26.6,9,9,0,TRUE,TRUE
0.4,6,3,2,26.6,8.6,8,0.600000000000001,TRUE,TRUE
0.4,6,3,3,26.6,8.2,7,1.2,TRUE,TRUE
0.4,6,3,4,26.6,7.8,6,1.8,TRUE,TRUE
0.4,6,3,5,26.6,7.4,5,2.4,TRUE,TRUE
0.4,6,3,6,26.6,7,4,3,TRUE,TRUE
0.4,6,4,1,26.6,8,9,-1,TRUE,FALSE
0.4,6,4,2,26.6,7.6,8,-0.4,TRUE,FALSE
0.4,6,4,3,26.6,7.2,7,0.199999999999999,TRUE,TRUE
0.4,6,4,4,26.6,6.8,6,0.8,TRUE,TRUE
0.4,6,4,5,26.6,6.4,5,1.4,TRUE,TRUE
0.4,6,4,6,26.6,6,4,2,TRUE,TRUE
0.4,6,5,1,26.6,7,9,-2,TRUE,FALSE
0.4,6,5,2,26.6,6.6,8,-1.4,TRUE,FALSE
0.4,6,5,3,26.6,6.2,7,-0.8,TRUE,FALSE
0.4,6,5,4,26.6,5.8,6,-0.199999999999999,TRUE,FALSE
0.4,6,5,5,26.6,5.4,5,0.4,TRUE,TRUE
0.4,6,5,6,26.6,5,4,1,TRUE,TRUE
0.4,6,6,1,26.6,6,9,-3,TRUE,FALSE
0.4,6,6,2,26.6,5.6,8,-2.4,TRUE,FALSE
0.4,6,6,3,26.6,5.2,7,-1.8,TRUE,FALSE
0.4,6,6,4,26.6,4.8,6,-1.2,TRUE,FALSE
0.4,6,6,5,26.6,4.4,5,-0.6,TRUE,FALSE
0.4,6,6,6,26.6,4,4,0,TRUE,TRUE
0.4,7,0,1,26.2,12.4,9,3.4,TRUE,TRUE
0.4,7,0,2,26.2,12,8,4,TRUE,TRUE
0.4,7,0,3,26.2,11.6,7,4.6,TRUE,TRUE
0.4,7,0,4,26.2,11.2,6,5.2,TRUE,TRUE
0.4,7,0,5,26.2,10.8,5,5.8,TRUE,TRUE
0.4,7,0,6,26.2,10.4,4,6.4,TRUE,TRUE
0.4,7,1,1,26.2,11.4,9,2.4,TRUE,TRUE
0.4,7,1,2,26.2,11,8,3,TRUE,TRUE
0.4,7,1,3,26.2,10.6,7,3.6,TRUE,TRUE
0.4,7,1,4,26.2,10.2,6,4.2,TRUE,TRUE
0.4,7,1,5,26.2,9.8,5,4.8,TRUE,TRUE
0.4,7,1,6,26.2,9.4,4,5.4,TRUE,TRUE
0.4,7,2,1,26.2,10.4,9,1.4,TRUE,TRUE
0.4,7,2,2,26.2,10,8,2,TRUE,TRUE
0.4,7,2,3,26.2,9.6,7,2.6,TRUE,TRUE
0.4,7,2,4,26.2,9.2,6,3.2,TRUE,TRUE
0.4,7,2,5,26.2,8.8,5,3.8,TRUE,TRUE
0.4,7,2,6,26.2,8.4,4,4.4,TRUE,TRUE
0.4,7,3,1,26.2,9.4,9,0.4,TRUE,TRUE
0.4,7,3,2,26.2,9,8,1,TRUE,TRUE
0.4,7,3,3,26.2,8.6,7,1.6,TRUE,TRUE
0.4,7,3,4,26.2,8.2,6,2.2,TRUE,TRUE
0.4,7,3,5,26.2,7.8,5,2.8,TRUE,TRUE
0.4,7,3,6,26.2,7.4,4,3.4,TRUE,TRUE
0.4,7,4,1,26.2,8.4,9,-0.6,TRUE,FALSE
0.4,7,4,2,26.2,8,8,0,TRUE,TRUE
0.4,7,4,3,26.2,7.6,7,0.6,TRUE,TRUE
0.4,7,4,4,26.2,7.2,6,1.2,TRUE,TRUE
0.4,7,4,5,26.2,6.8,5,1.8,TRUE,TRUE
0.4,7,4,6,26.2,6.4,4,2.4,TRUE,TRUE
0.4,7,5,1,26.2,7.4,9,-1.6,TRUE,FALSE
0.4,7,5,2,26.2,7,8,-1,TRUE,FALSE
0.4,7,5,3,26.2,6.6,7,-0.4,TRUE,FALSE
0.4,7,5,4,26.2,6.2,6,0.2,TRUE,TRUE
0.4,7,5,5,26.2,5.8,5,0.800000000000001,TRUE,TRUE
0.4,7,5,6,26.2,5.4,4,1.4,TRUE,TRUE
0.4,7,6,1,26.2,6.4,9,-2.6,TRUE,FALSE
0.4,7,6,2,26.2,6,8,-2,TRUE,FALSE
0.4,7,6,3,26.2,5.6,7,-1.4,TRUE,FALSE
0.4,7,6,4,26.2,5.2,6,-0.8,TRUE,FALSE
0.4,7,6,5,26.2,4.8,5,-0.199999999999999,TRUE,FALSE
0.4,7,6,6,26.2,4.4,4,0.4,TRUE,TRUE
0.4,8,0,1,25.8,12.8,9,3.8,TRUE,TRUE
0.4,8,0,2,25.8,12.4,8,4.4,TRUE,TRUE
0.4,8,0,3,25.8,12,7,5,TRUE,TRUE
0.4,8,0,4,25.8,11.6,6,5.6,TRUE,TRUE
0.4,8,0,5,25.8,11.2,5,6.2,TRUE,TRUE
0.4,8,0,6,25.8,10.8,4,6.8,TRUE,TRUE
0.4,8,1,1,25.8,11.8,9,2.8,TRUE,TRUE
0.4,8,1,2,25.8,11.4,8,3.4,TRUE,TRUE
0.4,8,1,3,25.8,11,7,4,TRUE,TRUE
0.4,8,1,4,25.8,10.6,6,4.6,TRUE,TRUE
0.4,8,1,5,25.8,10.2,5,5.2,TRUE,TRUE
0.4,8,1,6,25.8,9.8,4,5.8,TRUE,TRUE
0.4,8,2,1,25.8,10.8,9,1.8,TRUE,TRUE
0.4,8,2,2,25.8,10.4,8,2.4,TRUE,TRUE
0.4,8,2,3,25.8,10,7,3,TRUE,TRUE
0.4,8,2,4,25.8,9.6,6,3.6,TRUE,TRUE
0.4,8,2,5,25.8,9.2,5,4.2,TRUE,TRUE
0.4,8,2,6,25.8,8.8,4,4.8,TRUE,TRUE
0.4,8,3,1,25.8,9.8,9,0.800000000000001,TRUE,TRUE
0.4,8,3,2,25.8,9.4,8,1.4,TRUE,TRUE
0.4,8,3,3,25.8,9,7,2,TRUE,TRUE
0.4,8,3,4,25.8,8.6,6,2.6,TRUE,TRUE
0.4,8,3,5,25.8,8.2,5,3.2,TRUE,TRUE
0.4,8,3,6,25.8,7.8,4,3.8,TRUE,TRUE
0.4,8,4,1,25.8,8.8,9,-0.199999999999999,TRUE,FALSE
0.4,8,4,2,25.8,8.4,8,0.4,TRUE,TRUE
0.4,8,4,3,25.8,8,7,1,TRUE,TRUE
0.4,8,4,4,25.8,7.6,6,1.6,TRUE,TRUE
0.4,8,4,5,25.8,7.2,5,2.2,TRUE,TRUE
0.4,8,4,6,25.8,6.8,4,2.8,TRUE,TRUE
0.4,8,5,1,25.8,7.8,9,-1.2,TRUE,FALSE
0.4,8,5,2,25.8,7.4,8,-0.6,TRUE,FALSE
0.4,8,5,3,25.8,7,7,0,TRUE,TRUE
0.4,8,5,4,25.8,6.6,6,0.6,TRUE,TRUE
0.4,8,5,5,25.8,6.2,5,1.2,TRUE,TRUE
0.4,8,5,6,25.8,5.8,4,1.8,TRUE,TRUE
0.4,8,6,1,25.8,6.8,9,-2.2,TRUE,FALSE
0.4,8,6,2,25.8,6.4,8,-1.6,TRUE,FALSE
0.4,8,6,3,25.8,6,7,-1,TRUE,FALSE
0.4,8,6,4,25.8,5.6,6,-0.4,TRUE,FALSE
0.4,8,6,5,25.8,5.2,5,0.2,TRUE,TRUE
0.4,8,6,6,25.8,4.8,4,0.800000000000001,TRUE,TRUE
0.5,0,0,1,37,9.5,9,0.5,TRUE,TRUE
0.5,0,0,2,37,9,8,1,TRUE,TRUE
0.5,0,0,3,37,8.5,7,1.5,TRUE,TRUE
0.5,0,0,4,37,8,6,2,TRUE,TRUE
0.5,0,0,5,37,7.5,5,2.5,TRUE,TRUE
0.5,0,0,6,37,7,4,3,TRUE,TRUE
0.5,0,1,1,37,8.5,9,-0.5,TRUE,FALSE
0.5,0,1,2,37,8,8,0,TRUE,TRUE
0.5,0,1,3,37,7.5,7,0.5,TRUE,TRUE
0.5,0,1,4,37,7,6,1,TRUE,TRUE
0.5,0,1,5,37,6.5,5,1.5,TRUE,TRUE
0.5,0,1,6,37,6,4,2,TRUE,TRUE
0.5,0,2,1,37,7.5,9,-1.5,TRUE,FALSE
0.5,0,2,2,37,7,8,-1,TRUE,FALSE
0.5,0,2,3,37,6.5,7,-0.5,TRUE,FALSE
0.5,0,2,4,37,6,6,0,TRUE,TRUE
0.5,0,2,5,37,5.5,5,0.5,TRUE,TRUE
0.5,0,2,6,37,5,4,1,TRUE,TRUE
0.5,0,3,1,37,6.5,9,-2.5,TRUE,FALSE
0.5,0,3,2,37,6,8,-2,TRUE,FALSE
0.5,0,3,3,37,5.5,7,-1.5,TRUE,FALSE
0.5,0,3,4,37,5,6,-1,TRUE,FALSE
0.5,0,3,5,37,4.5,5,-0.5,TRUE,FALSE
0.5,0,3,6,37,4,4,0,TRUE,TRUE
0.5,0,4,1,37,5.5,9,-3.5,TRUE,FALSE
0.5,0,4,2,37,5,8,-3,TRUE,FALSE
0.5,0,4,3,37,4.5,7,-2.5,TRUE,FALSE
0.5,0,4,4,37,4,6,-2,TRUE,FALSE
0.5,0,4,5,37,3.5,5,-1.5,TRUE,FALSE
0.5,0,4,6,37,3,4,-1,TRUE,FALSE
0.5,0,5,1,37,4.5,9,-4.5,TRUE,FALSE
0.5,0,5,2,37,4,8,-4,TRUE,FALSE
0.5,0,5,3,37,3.5,7,-3.5,TRUE,FALSE
0.5,0,5,4,37,3,6,-3,TRUE,FALSE
0.5,0,5,5,37,2.5,5,-2.5,TRUE,FALSE
0.5,0,5,6,37,2,4,-2,TRUE,FALSE
0.5,0,6,1,37,3.5,9,-5.5,TRUE,FALSE
0.5,0,6,2,37,3,8,-5,TRUE,FALSE
0.5,0,6,3,37,2.5,7,-4.5,TRUE,FALSE
0.5,0,6,4,37,2,6,-4,TRUE,FALSE
0.5,0,6,5,37,1.5,5,-3.5,TRUE,FALSE
0.5,0,6,6,37,1,4,-3,TRUE,FALSE
0.5,1,0,1,36.5,10,9,1,TRUE,TRUE
0.5,1,0,2,36.5,9.5,8,1.5,TRUE,TRUE
0.5,1,0,3,36.5,9,7,2,TRUE,TRUE
0.5,1,0,4,36.5,8.5,6,2.5,TRUE,TRUE
0.5,1,0,5,36.5,8,5,3,TRUE,TRUE
0.5,1,0,6,36.5,7.5,4,3.5,TRUE,TRUE
0.5,1,1,1,36.5,9,9,0,TRUE,TRUE
0.5,1,1,2,36.5,8.5,8,0.5,TRUE,TRUE
0.5,1,1,3,36.5,8,7,1,TRUE,TRUE
0.5,1,1,4,36.5,7.5,6,1.5,TRUE,TRUE
0.5,1,1,5,36.5,7,5,2,TRUE,TRUE
0.5,1,1,6,36.5,6.5,4,2.5,TRUE,TRUE
0.5,1,2,1,36.5,8,9,-1,TRUE,FALSE
0.5,1,2,2,36.5,7.5,8,-0.5,TRUE,FALSE
0.5,1,2,3,36.5,7,7,0,TRUE,TRUE
0.5,1,2,4,36.5,6.5,6,0.5,TRUE,TRUE
0.5,1,2,5,36.5,6,5,1,TRUE,TRUE
0.5,1,2,6,36.5,5.5,4,1.5,TRUE,TRUE
0.5,1,3,1,36.5,7,9,-2,TRUE,FALSE
0.5,1,3,2,36.5,6.5,8,-1.5,TRUE,FALSE
0.5,1,3,3,36.5,6,7,-1,TRUE,FALSE
0.5,1,3,4,36.5,5.5,6,-0.5,TRUE,FALSE
0.5,1,3,5,36.5,5,5,0,TRUE,TRUE
0.5,1,3,6,36.5,4.5,4,0.5,TRUE,TRUE
0.5,1,4,1,36.5,6,9,-3,TRUE,FALSE
0.5,1,4,2,36.5,5.5,8,-2.5,TRUE,FALSE
0.5,1,4,3,36.5,5,7,-2,TRUE,FALSE
0.5,1,4,4,36.5,4.5,6,-1.5,TRUE,FALSE
0.5,1,4,5,36.5,4,5,-1,TRUE,FALSE
0.5,1,4,6,36.5,3.5,4,-0.5,TRUE,FALSE
0.5,1,5,1,36.5,5,9,-4,TRUE,FALSE
0.5,1,5,2,36.5,4.5,8,-3.5,TRUE,FALSE
0.5,1,5,3,36.5,4,7,-3,TRUE,FALSE
0.5,1,5,4,36.5,3.5,6,-2.5,TRUE,FALSE
0.5,1,5,5,36.5,3,5,-2,TRUE,FALSE
0.5,1,5,6,36.5,2.5,4,-1.5,TRUE,FALSE
0.5,1,6,1,36.5,4,9,-5,TRUE,FALSE
0.5,1,6,2,36.5,3.5,8,-4.5,TRUE,FALSE
0.5,1,6,3,36.5,3,7,-4,TRUE,FALSE
0.5,1,6,4,36.5,2.5,6,-3.5,TRUE,FALSE
0.5,1,6,5,36.5,2,5,-3,TRUE,FALSE
0.5,1,6,6,36.5,1.5,4,-2.5,TRUE,FALSE
0.5,2,0,1,36,10.5,9,1.5,TRUE,TRUE
0.5,2,0,2,36,10,8,2,TRUE,TRUE
0.5,2,0,3,36,9.5,7,2.5,TRUE,TRUE
0.5,2,0,4,36,9,6,3,TRUE,TRUE
0.5,2,0,5,36,8.5,5,3.5,TRUE,TRUE
0.5,2,0,6,36,8,4,4,TRUE,TRUE
0.5,2,1,1,36,9.5,9,0.5,TRUE,TRUE
0.5,2,1,2,36,9,8,1,TRUE,TRUE
0.5,2,1,3,36,8.5,7,1.5,TRUE,TRUE
0.5,2,1,4,36,8,6,2,TRUE,TRUE
0.5,2,1,5,36,7.5,5,2.5,TRUE,TRUE
0.5,2,1,6,36,7,4,3,TRUE,TRUE
0.5,2,2,1,36,8.5,9,-0.5,TRUE,FALSE
0.5,2,2,2,36,8,8,0,TRUE,TRUE
0.5,2,2,3,36,7.5,7,0.5,TRUE,TRUE
0.5,2,2,4,36,7,6,1,TRUE,TRUE
0.5,2,2,5,36,6.5,5,1.5,TRUE,TRUE
0.5,2,2,6,36,6,4,2,TRUE,TRUE
0.5,2,3,1,36,7.5,9,-1.5,TRUE,FALSE
0.5,2,3,2,36,7,8,-1,TRUE,FALSE
0.5,2,3,3,36,6.5,7,-0.5,TRUE,FALSE
0.5,2,3,4,36,6,6,0,TRUE,TRUE
0.5,2,3,5,36,5.5,5,0.5,TRUE,TRUE
0.5,2,3,6,36,5,4,1,TRUE,TRUE
0.5,2,4,1,36,6.5,9,-2.5,TRUE,FALSE
0.5,2,4,2,36,6,8,-2,TRUE,FALSE
0.5,2,4,3,36,5.5,7,-1.5,TRUE,FALSE
0.5,2,4,4,36,5,6,-1,TRUE,FALSE
0.5,2,4,5,36,4.5,5,-0.5,TRUE,FALSE
0.5,2,4,6,36,4,4,0,TRUE,TRUE
0.5,2,5,1,36,5.5,9,-3.5,TRUE,FALSE
0.5,2,5,2,36,5,8,-3,TRUE,FALSE
0.5,2,5,3,36,4.5,7,-2.5,TRUE,FALSE
0.5,2,5,4,36,4,6,-2,TRUE,FALSE
0.5,2,5,5,36,3.5,5,-1.5,TRUE,FALSE
0.5,2,5,6,36,3,4,-1,TRUE,FALSE
0.5,2,6,1,36,4.5,9,-4.5,TRUE,FALSE
0.5,2,6,2,36,4,8,-4,TRUE,FALSE
0.5,2,6,3,36,3.5,7,-3.5,TRUE,FALSE
0.5,2,6,4,36,3,6,-3,TRUE,FALSE
0.5,2,6,5,36,2.5,5,-2.5,TRUE,FALSE
0.5,2,6,6,36,2,4,-2,TRUE,FALSE
0.5,3,0,1,35.5,11,9,2,TRUE,TRUE
0.5,3,0,2,35.5,10.5,8,2.5,TRUE,TRUE
0.5,3,0,3,35.5,10,7,3,TRUE,TRUE
0.5,3,0,4,35.5,9.5,6,3.5,TRUE,TRUE
0.5,3,0,5,35.5,9,5,4,TRUE,TRUE
0.5,3,0,6,35.5,8.5,4,4.5,TRUE,TRUE
0.5,3,1,1,35.5,10,9,1,TRUE,TRUE
0.5,3,1,2,35.5,9.5,8,1.5,TRUE,TRUE
